Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Hour,Day_of_week,Month,Quarter
271-88-8734,C,Naypyitaw,Member,Female,Fashion Accessories,97.21,10,48.605,1020.705,2019-02-08,13:00:00,Credit card,972.1,4.761904762,48.605,8.7,13,Friday,February,1
489-64-4354,C,Naypyitaw,Normal,Male,Fashion Accessories,16.28,1,0.8140000000000001,17.094,2019-03-09,15:36:00,Cash,16.28,4.761904762,0.8140000000000001,5.0,15,Saturday,March,1
574-57-9721,C,Naypyitaw,Normal,Male,Food And Beverages,43.27,2,4.327,90.867,2019-03-08,16:53:00,Ewallet,86.54,4.761904762,4.327,5.7,16,Friday,March,1
751-69-0068,C,Naypyitaw,Normal,Male,Sports And Travel,99.24,9,44.658,937.818,2019-03-19,19:09:00,Ewallet,893.16,4.761904762,44.658,9.0,19,Tuesday,March,1
257-73-1380,C,Naypyitaw,Member,Male,Sports And Travel,82.93,4,16.586,348.306,2019-01-20,16:51:00,Ewallet,331.72,4.761904762,16.586,9.6,16,Sunday,January,1
549-96-4200,C,Naypyitaw,Member,Male,Food And Beverages,17.04,4,3.408,71.568,2019-03-08,20:15:00,Ewallet,68.16,4.761904762,3.408,7.0,20,Friday,March,1
810-60-6344,C,Naypyitaw,Normal,Female,Electronic Accessories,40.86,8,16.344,343.224,2019-02-07,14:38:00,Credit card,326.88,4.761904762,16.344,6.5,14,Thursday,February,1
450-28-2866,C,Naypyitaw,Member,Male,Food And Beverages,17.44,5,4.36,91.56,2019-01-15,19:25:00,Cash,87.2,4.761904762,4.36,8.1,19,Tuesday,January,1
192-98-7397,C,Naypyitaw,Normal,Male,Fashion Accessories,12.78,1,0.639,13.419,2019-01-08,14:11:00,Ewallet,12.78,4.761904762,0.639,9.5,14,Tuesday,January,1
235-46-8343,C,Naypyitaw,Member,Male,Food And Beverages,27.66,10,13.83,290.43,2019-02-14,11:26:00,Credit card,276.6,4.761904762,13.83,8.9,11,Thursday,February,1
453-12-7053,C,Naypyitaw,Normal,Male,Fashion Accessories,45.74,3,6.861,144.081,2019-03-10,17:38:00,Credit card,137.22,4.761904762,6.861,6.5,17,Sunday,March,1
325-90-8763,C,Naypyitaw,Member,Female,Electronic Accessories,46.57,10,23.285,488.985,2019-01-27,13:58:00,Cash,465.7,4.761904762,23.285,7.6,13,Sunday,January,1
729-46-7422,C,Naypyitaw,Normal,Male,Food And Beverages,35.89,1,1.7945,37.6845,2019-02-23,16:52:00,Credit card,35.89,4.761904762,1.7945,7.9,16,Saturday,February,1
639-76-1242,C,Naypyitaw,Normal,Male,Food And Beverages,40.52,5,10.13,212.73,2019-02-03,15:19:00,Cash,202.6,4.761904762,10.13,4.5,15,Sunday,February,1
326-71-2155,C,Naypyitaw,Normal,Female,Sports And Travel,73.95,4,14.79,310.59,2019-02-03,10:02:00,Cash,295.8,4.761904762,14.79,6.1,10,Sunday,February,1
320-32-8842,C,Naypyitaw,Member,Female,Food And Beverages,22.62,1,1.131,23.751,2019-03-17,18:58:00,Cash,22.62,4.761904762,1.131,6.4,18,Sunday,March,1
878-30-2331,C,Naypyitaw,Member,Female,Sports And Travel,54.55,10,27.275,572.775,2019-03-02,11:22:00,Credit card,545.5,4.761904762,27.275,7.1,11,Saturday,March,1
440-59-5691,C,Naypyitaw,Member,Female,Health And Beauty,37.15,7,13.0025,273.0525,2019-02-08,13:12:00,Credit card,260.05,4.761904762,13.0025,7.7,13,Friday,February,1
746-19-0921,C,Naypyitaw,Normal,Male,Food And Beverages,21.58,1,1.079,22.659,2019-02-09,10:02:00,Ewallet,21.58,4.761904762,1.079,7.2,10,Saturday,February,1
233-34-0817,C,Naypyitaw,Member,Female,Electronic Accessories,98.84,1,4.942,103.782,2019-02-15,11:21:00,Cash,98.84,4.761904762,4.942,8.4,11,Friday,February,1
767-05-1286,C,Naypyitaw,Member,Female,Home And Lifestyle,83.77,6,25.131,527.751,2019-01-23,12:10:00,Ewallet,502.62,4.761904762,25.131,5.4,12,Wednesday,January,1
598-47-9715,C,Naypyitaw,Normal,Male,Electronic Accessories,84.07,4,16.814,353.094,2019-03-07,16:54:00,Ewallet,336.28,4.761904762,16.814,4.4,16,Thursday,March,1
541-08-3113,C,Naypyitaw,Normal,Male,Food And Beverages,65.97,8,26.388,554.148,2019-02-02,20:29:00,Cash,527.76,4.761904762,26.388,8.4,20,Saturday,February,1
246-11-3901,C,Naypyitaw,Normal,Female,Electronic Accessories,32.8,10,16.4,344.4,2019-02-15,12:12:00,Cash,328.0,4.761904762,16.4,6.2,12,Friday,February,1
493-65-6248,C,Naypyitaw,Member,Female,Sports And Travel,36.98,10,18.49,388.29,2019-01-01,19:48:00,Credit card,369.8,4.761904762,18.49,7.0,19,Tuesday,January,1
556-72-8512,C,Naypyitaw,Normal,Male,Home And Lifestyle,22.96,1,1.148,24.108,2019-01-30,20:47:00,Cash,22.96,4.761904762,1.148,4.3,20,Wednesday,January,1
148-82-2527,C,Naypyitaw,Member,Female,Home And Lifestyle,12.12,10,6.06,127.26,2019-03-05,13:44:00,Credit card,121.2,4.761904762,6.06,8.4,13,Tuesday,March,1
556-97-7101,C,Naypyitaw,Normal,Female,Electronic Accessories,63.22,2,6.322,132.762,2019-01-01,15:51:00,Cash,126.44,4.761904762,6.322,8.5,15,Tuesday,January,1
862-59-8517,C,Naypyitaw,Normal,Female,Food And Beverages,90.24,6,27.072,568.512,2019-01-27,11:17:00,Cash,541.44,4.761904762,27.072,6.2,11,Sunday,January,1
573-98-8548,C,Naypyitaw,Member,Female,Fashion Accessories,31.9,1,1.595,33.495,2019-01-05,12:40:00,Ewallet,31.9,4.761904762,1.595,9.1,12,Saturday,January,1
620-02-2046,C,Naypyitaw,Normal,Male,Home And Lifestyle,69.4,2,6.94,145.74,2019-01-27,19:48:00,Ewallet,138.8,4.761904762,6.94,9.0,19,Sunday,January,1
602-80-9671,C,Naypyitaw,Member,Female,Home And Lifestyle,15.95,6,4.785,100.485,2019-02-09,17:15:00,Credit card,95.7,4.761904762,4.785,5.1,17,Saturday,February,1
503-07-0930,C,Naypyitaw,Member,Male,Sports And Travel,58.39,7,20.4365,429.1665,2019-02-23,19:49:00,Credit card,408.73,4.761904762,20.4365,8.2,19,Saturday,February,1
413-20-6708,C,Naypyitaw,Member,Female,Fashion Accessories,51.47,1,2.5735,54.0435,2019-03-18,15:52:00,Ewallet,51.47,4.761904762,2.5735,8.5,15,Monday,March,1
521-18-7827,C,Naypyitaw,Member,Male,Home And Lifestyle,39.39,5,9.8475,206.7975,2019-01-22,20:46:00,Credit card,196.95,4.761904762,9.8475,8.7,20,Tuesday,January,1
600-38-9738,C,Naypyitaw,Member,Male,Sports And Travel,71.92,5,17.98,377.58,2019-01-17,15:05:00,Credit card,359.6,4.761904762,17.98,4.3,15,Thursday,January,1
451-28-5717,C,Naypyitaw,Member,Female,Home And Lifestyle,83.17,6,24.951,523.971,2019-03-20,11:23:00,Cash,499.02,4.761904762,24.951,7.3,11,Wednesday,March,1
133-14-7229,C,Naypyitaw,Normal,Male,Health And Beauty,62.87,2,6.287,132.027,2019-01-01,11:43:00,Cash,125.74,4.761904762,6.287,5.0,11,Tuesday,January,1
236-27-1144,C,Naypyitaw,Normal,Female,Food And Beverages,16.31,9,7.3395,154.1295,2019-03-26,10:31:00,Ewallet,146.79,4.761904762,7.3395,8.4,10,Tuesday,March,1
583-41-4548,C,Naypyitaw,Normal,Male,Home And Lifestyle,16.67,7,5.8345,122.5245,2019-02-07,11:36:00,Ewallet,116.69,4.761904762,5.8345,7.4,11,Thursday,February,1
358-88-9262,C,Naypyitaw,Member,Female,Food And Beverages,87.48,6,26.244,551.124,2019-02-01,18:43:00,Ewallet,524.88,4.761904762,26.244,5.1,18,Friday,February,1
343-87-0864,C,Naypyitaw,Member,Male,Health And Beauty,75.88,1,3.794,79.674,2019-01-03,10:30:00,Credit card,75.88,4.761904762,3.794,7.1,10,Thursday,January,1
243-47-2663,C,Naypyitaw,Member,Male,Electronic Accessories,18.77,6,5.631,118.251,2019-01-28,16:43:00,Credit card,112.62,4.761904762,5.631,5.5,16,Monday,January,1
399-69-4630,C,Naypyitaw,Normal,Male,Electronic Accessories,22.21,6,6.663,139.923,2019-03-07,10:23:00,Credit card,133.26,4.761904762,6.663,8.6,10,Thursday,March,1
283-26-5248,C,Naypyitaw,Member,Female,Food And Beverages,98.52,10,49.26,1034.46,2019-01-30,20:23:00,Ewallet,985.2,4.761904762,49.26,4.5,20,Wednesday,January,1
866-99-7614,C,Naypyitaw,Normal,Male,Food And Beverages,89.2,10,44.6,936.6,2019-02-11,15:42:00,Credit card,892.0,4.761904762,44.6,4.4,15,Monday,February,1
718-57-9773,C,Naypyitaw,Normal,Female,Sports And Travel,49.33,10,24.665,517.965,2019-02-03,16:40:00,Credit card,493.3,4.761904762,24.665,9.4,16,Sunday,February,1
408-26-9866,C,Naypyitaw,Normal,Female,Sports And Travel,73.98,7,25.893,543.753,2019-03-02,16:42:00,Ewallet,517.86,4.761904762,25.893,4.1,16,Saturday,March,1
592-34-6155,C,Naypyitaw,Normal,Male,Food And Beverages,31.77,4,6.354,133.434,2019-01-14,14:43:00,Ewallet,127.08,4.761904762,6.354,6.2,14,Monday,January,1
390-31-6381,C,Naypyitaw,Normal,Male,Food And Beverages,27.22,3,4.083,85.743,2019-01-07,12:37:00,Cash,81.66,4.761904762,4.083,7.3,12,Monday,January,1
339-18-7061,C,Naypyitaw,Member,Female,Fashion Accessories,92.98,2,9.298,195.258,2019-02-13,15:06:00,Credit card,185.96,4.761904762,9.298,8.0,15,Wednesday,February,1
379-17-6588,C,Naypyitaw,Normal,Male,Fashion Accessories,59.61,10,29.805,625.905,2019-03-14,11:07:00,Cash,596.1,4.761904762,29.805,5.3,11,Thursday,March,1
302-15-2162,C,Naypyitaw,Member,Male,Health And Beauty,46.53,6,13.959,293.139,2019-03-03,10:54:00,Credit card,279.18,4.761904762,13.959,4.3,10,Sunday,March,1
788-07-8452,C,Naypyitaw,Member,Female,Home And Lifestyle,24.24,7,8.484,178.164,2019-01-27,17:38:00,Ewallet,169.68,4.761904762,8.484,9.4,17,Sunday,January,1
123-35-4896,C,Naypyitaw,Normal,Female,Sports And Travel,46.66,9,20.997,440.937,2019-02-17,19:11:00,Ewallet,419.94,4.761904762,20.997,5.3,19,Sunday,February,1
258-69-7810,C,Naypyitaw,Normal,Female,Fashion Accessories,36.85,5,9.2125,193.4625,2019-01-26,18:53:00,Cash,184.25,4.761904762,9.2125,9.2,18,Saturday,January,1
219-61-4139,C,Naypyitaw,Normal,Male,Electronic Accessories,83.08,1,4.154,87.234,2019-01-23,17:16:00,Ewallet,83.08,4.761904762,4.154,6.4,17,Wednesday,January,1
881-41-7302,C,Naypyitaw,Normal,Female,Fashion Accessories,64.99,1,3.2495,68.2395,2019-01-26,10:06:00,Credit card,64.99,4.761904762,3.2495,4.5,10,Saturday,January,1
373-09-4567,C,Naypyitaw,Normal,Male,Food And Beverages,77.56,10,38.78,814.38,2019-03-14,20:35:00,Ewallet,775.6,4.761904762,38.78,6.9,20,Thursday,March,1
484-22-8230,C,Naypyitaw,Member,Female,Fashion Accessories,51.89,7,18.1615,381.3915,2019-01-08,20:08:00,Cash,363.23,4.761904762,18.1615,4.5,20,Tuesday,January,1
544-32-5024,C,Naypyitaw,Member,Female,Food And Beverages,49.79,4,9.958,209.118,2019-03-28,19:16:00,Credit card,199.16,4.761904762,9.958,6.4,19,Thursday,March,1
277-35-5865,C,Naypyitaw,Member,Female,Food And Beverages,98.97,9,44.5365,935.2665,2019-03-09,11:23:00,Cash,890.73,4.761904762,44.5365,6.7,11,Saturday,March,1
284-54-4231,C,Naypyitaw,Member,Male,Sports And Travel,80.93,1,4.0465,84.9765,2019-01-19,16:08:00,Credit card,80.93,4.761904762,4.0465,9.0,16,Saturday,January,1
840-19-2096,C,Naypyitaw,Member,Male,Electronic Accessories,87.91,5,21.9775,461.5275,2019-03-14,18:10:00,Ewallet,439.55,4.761904762,21.9775,4.4,18,Thursday,March,1
641-96-3695,C,Naypyitaw,Member,Female,Fashion Accessories,43.46,6,13.038,273.798,2019-02-07,17:55:00,Ewallet,260.76,4.761904762,13.038,8.5,17,Thursday,February,1
318-81-2368,C,Naypyitaw,Normal,Female,Electronic Accessories,46.2,1,2.31,48.51,2019-03-19,12:16:00,Cash,46.2,4.761904762,2.31,6.3,12,Tuesday,March,1
155-45-3814,C,Naypyitaw,Member,Female,Electronic Accessories,88.55,8,35.42,743.82,2019-03-19,15:29:00,Ewallet,708.4,4.761904762,35.42,4.7,15,Tuesday,March,1
131-15-8856,C,Naypyitaw,Member,Female,Food And Beverages,72.52,8,29.008,609.168,2019-03-30,19:26:00,Credit card,580.16,4.761904762,29.008,4.0,19,Saturday,March,1
273-84-2164,C,Naypyitaw,Member,Male,Electronic Accessories,12.05,5,3.0125,63.2625,2019-02-16,15:53:00,Ewallet,60.25,4.761904762,3.0125,5.5,15,Saturday,February,1
778-89-7974,C,Naypyitaw,Normal,Male,Health And Beauty,70.21,6,21.063,442.323,2019-03-30,14:58:00,Cash,421.26,4.761904762,21.063,7.4,14,Saturday,March,1
859-71-0933,C,Naypyitaw,Member,Female,Sports And Travel,15.49,2,1.549,32.529,2019-01-16,15:10:00,Cash,30.98,4.761904762,1.549,6.3,15,Wednesday,January,1
740-11-5257,C,Naypyitaw,Normal,Male,Electronic Accessories,24.74,10,12.37,259.77,2019-02-24,16:44:00,Cash,247.4,4.761904762,12.37,7.1,16,Sunday,February,1
250-81-7186,C,Naypyitaw,Normal,Female,Electronic Accessories,99.69,1,4.9845,104.6745,2019-02-27,10:23:00,Credit card,99.69,4.761904762,4.9845,8.0,10,Wednesday,February,1
842-29-4695,C,Naypyitaw,Member,Male,Sports And Travel,17.14,7,5.999,125.979,2019-01-16,12:07:00,Credit card,119.98,4.761904762,5.999,7.9,12,Wednesday,January,1
641-51-2661,C,Naypyitaw,Member,Female,Food And Beverages,87.1,10,43.55,914.55,2019-02-12,14:45:00,Credit card,871.0,4.761904762,43.55,9.9,14,Tuesday,February,1
714-02-3114,C,Naypyitaw,Normal,Female,Sports And Travel,98.8,2,9.88,207.48,2019-02-21,11:39:00,Cash,197.6,4.761904762,9.88,7.7,11,Thursday,February,1
408-66-6712,C,Naypyitaw,Member,Female,Health And Beauty,47.71,6,14.313,300.573,2019-02-16,14:19:00,Ewallet,286.26,4.761904762,14.313,4.4,14,Saturday,February,1
556-41-6224,C,Naypyitaw,Normal,Male,Health And Beauty,33.64,8,13.456,282.576,2019-02-15,17:10:00,Credit card,269.12,4.761904762,13.456,9.3,17,Friday,February,1
648-94-3045,C,Naypyitaw,Normal,Male,Health And Beauty,58.95,10,29.475,618.975,2019-02-07,14:27:00,Ewallet,589.5,4.761904762,29.475,8.1,14,Thursday,February,1
370-96-0655,C,Naypyitaw,Normal,Female,Fashion Accessories,49.32,6,14.796,310.716,2019-01-09,13:46:00,Ewallet,295.92,4.761904762,14.796,7.1,13,Wednesday,January,1
173-57-2300,C,Naypyitaw,Member,Male,Sports And Travel,72.88,2,7.288,153.048,2019-03-13,12:51:00,Cash,145.76,4.761904762,7.288,6.1,12,Wednesday,March,1
394-55-6384,C,Naypyitaw,Member,Female,Sports And Travel,70.19,9,31.5855,663.2955,2019-01-25,13:38:00,Cash,631.71,4.761904762,31.5855,6.7,13,Friday,January,1
266-20-6657,C,Naypyitaw,Member,Male,Food And Beverages,55.04,7,19.264,404.544,2019-03-12,19:39:00,Ewallet,385.28,4.761904762,19.264,5.2,19,Tuesday,March,1
196-01-2849,C,Naypyitaw,Member,Female,Fashion Accessories,73.38,7,25.683,539.343,2019-02-10,13:56:00,Cash,513.66,4.761904762,25.683,9.5,13,Sunday,February,1
372-62-5264,C,Naypyitaw,Normal,Female,Food And Beverages,52.6,9,23.67,497.07,2019-01-16,14:42:00,Cash,473.4,4.761904762,23.67,7.6,14,Wednesday,January,1
751-41-9720,C,Naypyitaw,Normal,Male,Home And Lifestyle,97.5,10,48.75,1023.75,2019-01-12,16:18:00,Ewallet,975.0,4.761904762,48.75,8.0,16,Saturday,January,1
626-43-7888,C,Naypyitaw,Normal,Female,Fashion Accessories,60.41,8,24.164,507.444,2019-02-07,12:23:00,Ewallet,483.28,4.761904762,24.164,9.6,12,Thursday,February,1
162-65-8559,C,Naypyitaw,Member,Male,Food And Beverages,68.98,1,3.449,72.429,2019-01-21,20:13:00,Cash,68.98,4.761904762,3.449,4.8,20,Monday,January,1
760-27-5490,C,Naypyitaw,Normal,Male,Fashion Accessories,15.62,8,6.248,131.208,2019-01-20,20:37:00,Ewallet,124.96,4.761904762,6.248,9.1,20,Sunday,January,1
728-88-7867,C,Naypyitaw,Member,Female,Home And Lifestyle,75.53,4,15.106,317.226,2019-03-19,15:52:00,Ewallet,302.12,4.761904762,15.106,8.3,15,Tuesday,March,1
183-21-3799,C,Naypyitaw,Normal,Female,Electronic Accessories,77.63,9,34.9335,733.6035,2019-02-19,15:14:00,Ewallet,698.67,4.761904762,34.9335,7.2,15,Tuesday,February,1
268-20-3585,C,Naypyitaw,Normal,Female,Health And Beauty,13.85,9,6.2325,130.8825,2019-02-04,12:50:00,Ewallet,124.65,4.761904762,6.2325,6.0,12,Monday,February,1
735-32-9839,C,Naypyitaw,Member,Male,Fashion Accessories,98.7,8,39.48,829.08,2019-01-31,10:36:00,Ewallet,789.6,4.761904762,39.48,8.5,10,Thursday,January,1
678-79-0726,C,Naypyitaw,Member,Female,Sports And Travel,90.63,9,40.783500000000004,856.4535,2019-01-18,15:28:00,Cash,815.67,4.761904762,40.783500000000004,5.1,15,Friday,January,1
592-46-1692,C,Naypyitaw,Member,Female,Food And Beverages,36.77,7,12.8695,270.2595,2019-01-11,20:10:00,Cash,257.39,4.761904762,12.8695,7.4,20,Friday,January,1
149-14-0304,C,Naypyitaw,Member,Female,Health And Beauty,28.5,8,11.4,239.4,2019-02-06,14:24:00,Cash,228.0,4.761904762,11.4,6.6,14,Wednesday,February,1
442-44-6497,C,Naypyitaw,Member,Male,Home And Lifestyle,55.57,3,8.3355,175.0455,2019-01-08,11:42:00,Credit card,166.71,4.761904762,8.3355,5.9,11,Tuesday,January,1
210-74-9613,C,Naypyitaw,Normal,Male,Fashion Accessories,97.26,4,19.452,408.492,2019-03-16,15:33:00,Ewallet,389.04,4.761904762,19.452,6.8,15,Saturday,March,1
607-65-2441,C,Naypyitaw,Member,Male,Health And Beauty,81.95,10,40.975,860.475,2019-03-10,12:39:00,Credit card,819.5,4.761904762,40.975,6.0,12,Sunday,March,1
386-27-7606,C,Naypyitaw,Member,Female,Home And Lifestyle,81.2,7,28.42,596.82,2019-03-23,15:59:00,Credit card,568.4,4.761904762,28.42,8.1,15,Saturday,March,1
137-63-5492,C,Naypyitaw,Normal,Male,Electronic Accessories,58.76,10,29.38,616.98,2019-01-29,14:26:00,Ewallet,587.6,4.761904762,29.38,9.0,14,Tuesday,January,1
733-29-1227,C,Naypyitaw,Normal,Male,Home And Lifestyle,55.61,7,19.4635,408.7335,2019-03-23,12:41:00,Cash,389.27,4.761904762,19.4635,8.5,12,Saturday,March,1
451-73-2711,C,Naypyitaw,Normal,Male,Food And Beverages,84.83,1,4.2415,89.0715,2019-01-14,15:20:00,Ewallet,84.83,4.761904762,4.2415,8.8,15,Monday,January,1
345-68-9016,C,Naypyitaw,Member,Female,Sports And Travel,31.67,8,12.668,266.028,2019-01-02,16:19:00,Credit card,253.36,4.761904762,12.668,5.6,16,Wednesday,January,1
390-17-5806,C,Naypyitaw,Member,Female,Food And Beverages,38.42,1,1.921,40.341,2019-02-02,16:33:00,Cash,38.42,4.761904762,1.921,8.6,16,Saturday,February,1
664-14-2882,C,Naypyitaw,Member,Female,Home And Lifestyle,10.53,5,2.6325000000000003,55.2825,2019-01-30,14:43:00,Credit card,52.65,4.761904762,2.6325000000000003,5.8,14,Wednesday,January,1
314-23-4520,C,Naypyitaw,Member,Male,Health And Beauty,81.23,7,28.4305,597.0405,2019-01-15,20:44:00,Cash,568.61,4.761904762,28.4305,9.0,20,Tuesday,January,1
288-38-3758,C,Naypyitaw,Member,Female,Fashion Accessories,84.87,3,12.7305,267.3405,2019-01-25,18:30:00,Ewallet,254.61,4.761904762,12.7305,7.4,18,Friday,January,1
801-88-0346,C,Naypyitaw,Normal,Female,Fashion Accessories,76.06,3,11.409,239.589,2019-01-05,20:30:00,Credit card,228.18,4.761904762,11.409,9.8,20,Saturday,January,1
759-98-4285,C,Naypyitaw,Member,Female,Health And Beauty,85.87,7,30.0545,631.1445,2019-02-27,19:01:00,Credit card,601.09,4.761904762,30.0545,8.0,19,Wednesday,February,1
201-63-8275,C,Naypyitaw,Member,Female,Sports And Travel,67.99,7,23.7965,499.7265,2019-02-17,16:50:00,Ewallet,475.93,4.761904762,23.7965,5.7,16,Sunday,February,1
471-06-8611,C,Naypyitaw,Normal,Female,Food And Beverages,52.42,1,2.621,55.041,2019-02-06,10:22:00,Credit card,52.42,4.761904762,2.621,6.3,10,Wednesday,February,1
200-16-5952,C,Naypyitaw,Member,Male,Food And Beverages,65.65,2,6.565,137.865,2019-01-17,16:46:00,Cash,131.3,4.761904762,6.565,6.0,16,Thursday,January,1
102-77-2261,C,Naypyitaw,Member,Male,Health And Beauty,65.31,7,22.8585,480.0285,2019-03-05,18:02:00,Credit card,457.17,4.761904762,22.8585,4.2,18,Tuesday,March,1
102-06-2002,C,Naypyitaw,Member,Male,Sports And Travel,25.25,5,6.3125,132.5625,2019-03-20,17:52:00,Cash,126.25,4.761904762,6.3125,6.1,17,Wednesday,March,1
629-42-4133,C,Naypyitaw,Normal,Male,Health And Beauty,21.8,8,8.72,183.12,2019-02-19,19:24:00,Cash,174.4,4.761904762,8.72,8.3,19,Tuesday,February,1
468-99-7231,C,Naypyitaw,Normal,Female,Home And Lifestyle,44.01,8,17.604,369.684,2019-03-03,17:36:00,Cash,352.08,4.761904762,17.604,8.8,17,Sunday,March,1
516-77-6464,C,Naypyitaw,Member,Female,Health And Beauty,10.16,5,2.54,53.34,2019-02-24,13:08:00,Ewallet,50.8,4.761904762,2.54,4.1,13,Sunday,February,1
886-77-9084,C,Naypyitaw,Normal,Male,Electronic Accessories,71.89,8,28.756,603.876,2019-02-19,11:33:00,Ewallet,575.12,4.761904762,28.756,5.5,11,Tuesday,February,1
790-38-4466,C,Naypyitaw,Normal,Female,Health And Beauty,10.99,5,2.7475,57.6975,2019-01-23,10:18:00,Credit card,54.95,4.761904762,2.7475,9.3,10,Wednesday,January,1
704-10-4056,C,Naypyitaw,Member,Male,Health And Beauty,60.47,3,9.0705,190.4805,2019-01-14,10:55:00,Credit card,181.41,4.761904762,9.0705,5.6,10,Monday,January,1
400-80-4065,C,Naypyitaw,Member,Male,Health And Beauty,68.55,4,13.71,287.91,2019-02-15,20:21:00,Credit card,274.2,4.761904762,13.71,9.2,20,Friday,February,1
443-60-9639,C,Naypyitaw,Member,Female,Home And Lifestyle,60.87,1,3.0435,63.9135,2019-01-24,13:24:00,Cash,60.87,4.761904762,3.0435,5.5,13,Thursday,January,1
401-09-4232,C,Naypyitaw,Member,Male,Home And Lifestyle,86.69,5,21.6725,455.1225,2019-02-11,18:38:00,Ewallet,433.45,4.761904762,21.6725,9.4,18,Monday,February,1
324-41-6833,C,Naypyitaw,Member,Female,Electronic Accessories,30.2,8,12.08,253.68,2019-03-03,19:30:00,Ewallet,241.6,4.761904762,12.08,5.1,19,Sunday,March,1
474-33-8305,C,Naypyitaw,Member,Male,Fashion Accessories,67.39,7,23.5865,495.3165,2019-03-23,13:23:00,Ewallet,471.73,4.761904762,23.5865,6.9,13,Saturday,March,1
189-55-2313,C,Naypyitaw,Normal,Female,Fashion Accessories,62.18,10,31.09,652.89,2019-01-31,10:33:00,Ewallet,621.8,4.761904762,31.09,6.0,10,Thursday,January,1
815-04-6282,C,Naypyitaw,Member,Female,Sports And Travel,64.97,5,16.2425,341.0925,2019-02-08,12:52:00,Credit card,324.85,4.761904762,16.2425,6.5,12,Friday,February,1
477-59-2456,C,Naypyitaw,Normal,Female,Fashion Accessories,45.44,7,15.904,333.984,2019-01-23,11:15:00,Cash,318.08,4.761904762,15.904,9.2,11,Wednesday,January,1
784-21-9238,C,Naypyitaw,Member,Male,Sports And Travel,10.17,1,0.5085000000000001,10.6785,2019-02-07,14:15:00,Cash,10.17,4.761904762,0.5085000000000001,5.9,14,Thursday,February,1
538-22-0304,C,Naypyitaw,Normal,Male,Electronic Accessories,64.95,10,32.475,681.975,2019-03-24,18:27:00,Cash,649.5,4.761904762,32.475,5.2,18,Sunday,March,1
660-29-7083,C,Naypyitaw,Normal,Male,Electronic Accessories,55.87,10,27.935,586.635,2019-01-15,15:01:00,Cash,558.7,4.761904762,27.935,5.8,15,Tuesday,January,1
271-77-8740,C,Naypyitaw,Member,Female,Sports And Travel,29.22,6,8.766,184.086,2019-01-01,11:40:00,Ewallet,175.32,4.761904762,8.766,5.0,11,Tuesday,January,1
549-23-9016,C,Naypyitaw,Member,Female,Food And Beverages,14.87,2,1.487,31.227,2019-02-13,18:15:00,Credit card,29.74,4.761904762,1.487,8.9,18,Wednesday,February,1
862-29-5914,C,Naypyitaw,Normal,Female,Sports And Travel,22.38,1,1.119,23.499,2019-01-30,17:08:00,Credit card,22.38,4.761904762,1.119,8.6,17,Wednesday,January,1
845-94-6841,C,Naypyitaw,Member,Female,Food And Beverages,72.88,9,32.796,688.716,2019-01-08,19:38:00,Cash,655.92,4.761904762,32.796,4.0,19,Tuesday,January,1
658-66-3967,C,Naypyitaw,Normal,Male,Health And Beauty,53.19,7,18.6165,390.9465,2019-01-14,15:42:00,Ewallet,372.33,4.761904762,18.6165,5.0,15,Monday,January,1
848-95-6252,C,Naypyitaw,Member,Female,Home And Lifestyle,86.27,1,4.3135,90.5835,2019-02-20,13:24:00,Ewallet,86.27,4.761904762,4.3135,7.0,13,Wednesday,February,1
176-78-1170,C,Naypyitaw,Member,Male,Health And Beauty,33.81,3,5.0715,106.5015,2019-01-26,15:11:00,Ewallet,101.43,4.761904762,5.0715,7.3,15,Saturday,January,1
101-81-4070,C,Naypyitaw,Member,Female,Health And Beauty,62.82,2,6.282,131.922,2019-01-17,12:36:00,Ewallet,125.64,4.761904762,6.282,4.9,12,Thursday,January,1
631-34-1880,C,Naypyitaw,Member,Male,Food And Beverages,24.31,3,3.6465,76.5765,2019-01-08,19:09:00,Credit card,72.93,4.761904762,3.6465,4.3,19,Tuesday,January,1
584-66-4073,C,Naypyitaw,Normal,Male,Fashion Accessories,56.5,1,2.825,59.325,2019-03-13,15:45:00,Ewallet,56.5,4.761904762,2.825,9.6,15,Wednesday,March,1
154-87-7367,C,Naypyitaw,Normal,Male,Home And Lifestyle,65.26,8,26.104,548.184,2019-03-15,14:04:00,Ewallet,522.08,4.761904762,26.104,6.3,14,Friday,March,1
885-56-0389,C,Naypyitaw,Member,Male,Fashion Accessories,52.35,1,2.6175,54.9675,2019-02-12,17:49:00,Cash,52.35,4.761904762,2.6175,4.0,17,Tuesday,February,1
115-38-7388,C,Naypyitaw,Member,Female,Fashion Accessories,10.18,8,4.072,85.512,2019-03-30,12:51:00,Credit card,81.44,4.761904762,4.072,9.5,12,Saturday,March,1
137-74-8729,C,Naypyitaw,Normal,Female,Fashion Accessories,12.19,8,4.876,102.396,2019-03-13,12:47:00,Ewallet,97.52,4.761904762,4.876,6.8,12,Wednesday,March,1
389-70-2397,C,Naypyitaw,Normal,Female,Health And Beauty,83.66,5,20.915,439.215,2019-02-21,10:26:00,Cash,418.3,4.761904762,20.915,7.2,10,Thursday,February,1
